State,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2,drinkability
Punjab,7.86,1441,0,380,130,175,18.6,0,560,48,106,83,69,0.9,864.6,26,0
Punjab,8.54,615,14,293,28,23,15,0,95,8,18,111,2,0.44,369,11,1
Punjab,8.54,695,14,252,71,31,0.4,0,158,8,33,93,1,0.32,417,13,1
Punjab,8.87,1560,14,685,92,100,21,0,189,8.41,41,294,5,1.52,936,12,1
Punjab,8.65,1590,14,545,85,201,24,0,200,8.41,43,281,6,0.32,954,11,1
Punjab,7.79,3200,0,450,105,320,407,0,1010,220,111,329,7,0.4,1920,25,0
Punjab,7.68,1450,0,349,106,260,39,0,189,13,38,251,3,0.4,870,16,1
Punjab,9.01,2590,14,182,432,569,1,0,893,88,163,215,11,0.44,1554,15,0
Punjab,8.17,650,0,252,64,24,17,0,231,21,44,47,2,0.32,390,9,1
Punjab,8.98,1700,180,720,50,0,8.2,0,50,8,7.3,420,11,2.7,1020,25,0
Chandigarh,8.26,735,0,210,71,17,85,0,179,21,31,80,5,0.26,441,12,1
Chandigarh,7.99,235,0,122,21,5,3,0,126,34,10,4.3,1.8,0.19,141,10,1
M P,7.48,1255,0,264,210,63,9,0,480,125,41,58,3.2,0.31,753,40,1
M P,7.57,1242,0,240,181,105,70,0,569,149,48,22,0.8,0.26,745.2,25,1
M P,7.54,1534,0,295,210,160,65,0,594,65,105,78,2.3,0.5,920.4,35,1
M P,7.13,1132,0,430,114,15,40,0,475,95,58,40,1.5,0.54,679.2,22,1
M P,7.35,305,0,98,30,13,12,0,124,12,23,12,0.2,0.24,183,45,1
M P,7,530,0,68,124,20,3,0,149,55,2,52,1,0.17,318,39,1
M P,7.46,1210,0,387,153,15,65,0,574,158,43,12,1.2,0.32,726,40,1
M P,7.45,1015,0,498,20,20,33,0,198,36,26,135,1.2,0.63,609,33,1
M P,7.48,910,0,369,62,20,48,0,396,50,66,25,1,0.64,546,28,1
M P,7.35,3285,0,615,431,400,120,0,1089,208,138,250,1.3,0.39,1971,40,1
M P,7.89,975,0,221,106,65,95,0,262,55,30,100,1.2,0.42,585,10,1
M P,7.38,1600,0,314,220,150,65,0,644,174,51,68,1.2,0.57,960,25,1
M P,7.39,1503,0,572,99,22,103,0.09,485,130,39,117,1.8,0.45,901.8,22,1
M P,7.57,1511,0,553,124,22,81,0.13,460,122,38,131,1.9,0.76,906.6,33,1
M P,8,1347,0,590,32,59,49,0.07,155,32,18,232,2.7,2.5,808.2,42,1
M P,7.91,1022,0,498,37,12,24,0.08,200,36,27,137,1.7,0.69,613.2,28,1
M P,7.74,751,0,344,20,15,29,0.06,275,66,27,41,0.8,0.94,450.6,33,1
M P,7.56,1471,0,510,161,10,69,0.1,480,124,41,112,1.6,0.82,882.6,44,1
M P,7.99,1453,0,547,69,86,85,0.09,270,34,45,205,4.8,4,871.8,49,0
M P,7.87,3606,0,228,1015,55,23,0.22,440,100,46,610,17.1,1.11,2163.6,59,0
M P,7.59,696,0,252,54,18,45,0.06,250,60,24,42,0.9,0.51,417.6,47,1
M P,7.67,1283,0,529,92,16,59,0.09,330,70,38,138,2.1,1.35,769.8,36,1
M P,7.88,2221,0,516,369,87,23,0.06,350,80,36,340,7.4,2.75,1332.6,50,0
M P,7.66,673,0,289,20,13,50,0.05,250,60,24,36,0.6,0.52,403.8,35,1
M P,7.42,465,0,221,10,8,8,0,172,55,9,19,5.1,0.1,279,23,1
M P,7.36,465,0,74,52,12,57,0,106,24,11,42,2.7,0.1,279,35,1
M P,7.55,742,0,277,55,5,54,0,298,85,21,21,6.7,0.1,445.2,39,1
M P,7.45,712,0,228,80,11,40,0,263,85,12,35,4.2,0.15,427.2,18,1
M P,7.22,681,0,141,87,25,67,0.2,232,63,18,41,4.2,0.1,408.6,24,1
M P,7.63,465,0,160,27,22,23,0,152,42,11,27,4.6,0.85,279,29,1
M P,7.27,589,0,264,22,5,19,0,187,36,23,42,3.6,1.75,353.4,42,1
M P,6.97,623,0,80,75,55,47,0,187,55,12,43,7.9,0.2,373.8,28,1
M P,7.35,1095,0,486,42,25,23,0,434,105,42,41,4,0.2,657,34,1
M P,7.12,642,0,86,75,39,76,0,227,65,16,32,5.7,0.2,385.2,37,1
M P,7.46,487,0,160,25,14,27,0.1,152,22,23,29,0,0.25,292.2,29,1
M P,7.52,623,0,258,5,26,29,0,157,32,18,60,3.6,0.8,373.8,24,1
M P,7.21,625,0,129,45,55,45,0,197,36,26,39,4.7,0.7,375,21,1
M P,7.56,989,0,301,55,65,34,0,308,79,27,67,3.8,1.5,593.4,22,1
M P,7.62,623,0,307,20,5,23,0,247,63,22,20,3.3,0.75,373.8,19,1
M P,7.63,645,0,234,25,14,62,0,247,59,25,20,3.4,0.3,387,18,1
M P,7.13,688,0,148,77,45,22,0.3,278,65,28,18,2.7,0.2,412.8,29,0
M P,7.37,612,0,283,22,4,16,0,232,63,18,20,2.5,0.15,367.2,26,1
M P,8.35,1100,32,280,45,145,20,0.1,500,48,92,6,0.5,1.12,660,25,0
M P,7.25,2155,0,535,200,65,325,0.01,880,220,80,80,1.5,0.42,1293,38,1
M P,7.33,752,0,295,15,40,42,0.01,275,104,4,38,1,1.2,451.2,42,1
M P,7.01,425,0,70,30,45,72,0,65,10,10,50,30.2,0.05,255,5,1
M P,7.39,805,0,345,20,28,32,0,300,74,28,40,0.4,0.33,483,40,1
M P,7.2,660,0,305,20,6,10,0,260,80,15,22,0.2,0.36,396,33,1
M P,7.42,750,0,345,42,10,20,0,300,88,19,32,1.2,0.42,450,34,1
M P,7.09,575,0,265,25,6,12,0,240,66,18,20,1.5,0.35,345,28,1
M P,7.45,1775,0,326,367,65,22,0,500,146,33,170,5.6,0.33,1065,24,1
M P,7.42,1000,0,505,32,10,30,0,205,46,22,135,1,0.7,600,40,1
M P,7.22,1275,0,370,119,50,105,0,565,106,73,25,2.4,0.14,765,55,1
M P,7.41,850,0,310,27,60,40,0,340,88,29,28,2.2,0.4,510,29,1
M P,7.42,825,0,425,22,10,15,0,270,60,29,62,2.3,0.48,495,12,1
M P,7.29,800,0,410,12,12,36,0.02,320,48,49,36,1,0.46,480,35,1
M P,7.09,790,0,265,104,15,10,0.12,220,50,23,57,38.5,0.33,474,10,0
M P,7.28,835,0,405,10,30,35,0,295,86,19,52,1.1,0.35,501,23,1
M P,7.41,1650,0,195,349,85,50,0.02,210,74,6,265,4.2,0.3,990,42,1
M P,6.85,340,0,143,20,12,5,0,125,38,7,18,2.3,0.2,204,18,1
M P,7.41,984,0,335,79,45,46,0.14,355,84,35,61,1.8,0.72,590.4,25,1
M P,7.64,512,0,134,52,36,29,0.06,150,22,23,45,1.4,0.58,307.2,36,1
M P,7.01,1390,0,438,161,48,39,0.15,435,88,52,115,4.9,0.47,834,30,1
M P,7.54,706,0,221,73,36,24,0.11,235,58,22,50,2.9,0.59,423.6,42,1
M P,7.38,487,0,215,25,12,13,0.32,190,54,13,22,1.1,0.26,292.2,48,0
M P,7.43,910,0,294,105,34,22,0.14,265,58,29,84,2.1,0.58,546,32,1
M P,7.6,612,0,184,58,23,49,0.09,215,50,22,39,1.4,0.47,367.2,30,1
M P,7.05,1110,0,337,133,40,38,0.13,325,76,33,102,5.8,0.94,666,26,1
M P,7.01,869,0,184,130,39,55,0.19,295,62,34,60,2.2,0.29,521.4,24,1
M P,7.08,612,0,215,53,22,29,0.11,220,36,32,36,2.7,0.34,367.2,32,1
M P,7.21,544,0,221,38,18,13,0.1,190,42,21,35,2.2,0.73,326.4,24,1
M P,7.15,502,0,147,53,30,19,0.25,180,38,21,30,1.2,0.44,301.2,33,1
M P,7.32,730,0,239,73,35,21,0.18,225,46,27,62,2.4,0.96,438,42,1
M P,7.3,654,0,135,98,27,50,0.19,165,38,17,72,2.1,0.65,392.4,26,1
M P,7.02,1270,0,399,148,48,42,0.07,350,66,45,128,1.4,0.78,762,22,1
M P,6.99,1310,0,405,140,55,61,0.07,365,72,45,124,9.7,0.91,786,36,1
M P,7.84,924,0,276,113,37,29,0.04,255,44,35,93,1.3,1.1,554.4,32,1
M P,7.2,328,0,92,38,16,15,0.14,105,14,17,24,1.7,0.25,196.8,44,1
M P,7.55,469,0,129,68,21,8,0.22,145,40,11,38,2.9,0.14,281.4,29,1
M P,7.62,1365,0,233,260,58,55,0.14,445,130,29,105,1.5,0.67,819,25,1
M P,7.51,477,0,147,43,23,19,0.19,155,24,23,33,1.4,0.35,286.2,24,1
M P,7.61,1425,0,442,173,52,44,0.11,365,58,54,155,4.1,0.88,855,33,1
M P,7.19,2293,0,423,423,90,95,0.2,680,190,50,211,2.2,1.04,1375.8,16,0
M P,7.29,536,0,141,63,31,23,0.11,155,38,15,48,2.4,0.46,321.6,35,1
M P,7.65,423,0,117,53,19,15,0.18,120,28,12,39,0.9,0.28,253.8,19,1
M P,7.45,936,0,307,103,34,24,0.13,285,38,46,80,1.5,0.64,561.6,22,1
M P,7.1,523,0,159,58,28,12,0.14,170,34,21,39,1.8,0.69,313.8,42,1
M P,7.22,453,0,135,50,20,21,0.09,130,26,16,42,0.9,0.78,271.8,37,1
M P,7.5,1455,0,454,168,53,49,0.19,375,82,41,159,1.8,0.33,873,23,1
M P,7.11,634,0,196,53,47,24,0.13,160,40,15,69,1.1,0.4,380.4,31,1
M P,7.32,841,0,227,98,38,50,0.14,230,46,28,84,2.9,1.32,504.6,40,1
M P,7.52,740,0,239,83,29,18,0.24,250,56,27,53,1.1,0.63,444,27,1
M P,7.05,585,0,166,60,34,29,0.09,190,22,33,42,1.6,0.58,351,19,1
M P,7.64,769,0,202,113,28,23,0.17,175,44,16,93,1.3,0.41,461.4,38,1
M P,7.59,340,0,92,45,17,10,0.25,85,18,10,37,2.2,0.35,204,29,1
M P,7.36,672,0,153,108,32,19,0.29,170,38,18,73,2.9,0.61,403.2,19,0
M P,6.99,352,0,129,33,10,8,0.14,125,30,12,20,1.4,0.29,211.2,25,1
M P,7.53,415,0,147,38,16,13,0.15,135,36,11,31,1.1,0.52,249,22,1
M P,7.71,533,0,153,68,22,11,0.09,155,30,19,48,1.7,0.49,319.8,14,1
M P,6.95,1224,0,380,148,49,32,0.11,395,98,36,96,2.9,0.03,734.4,19,1
M P,7.35,1577,0,443,116,28,196,0.1,610,174,43,52,34,0.05,946.2,22,0
M P,7.92,734,0,301,40,16,25,0,215,64,13,64,0.1,0.25,440.4,28,1
M P,7.96,812,0,338,45,12,27,0,205,78,2,88,0.1,0.25,487.2,18,1
M P,7.55,688,0,252,35,10,46,0,280,92,12,16,0.1,0.05,412.8,23,1
M P,7.77,500,0,154,37,28,5,0.1,120,42,4,48,0.1,1.25,300,35,1
M P,7.62,2088,0,486,299,14,145,0,670,222,28,141,26,0.05,1252.8,24,0
M P,7.73,1088,0,252,131,25,58,0,330,102,18,78,0.4,0.05,652.8,44,1
M P,7.76,1689,0,547,163,35,61,0,540,152,39,128,0.8,0.25,1013.4,26,1
M P,7.7,1214,0,430,97,14,62,0,510,162,26,35,0.1,0.05,728.4,32,1
M P,7.94,1137,0,425,99,20,50,0,355,84,35,89,5.2,0.45,682.2,26,1
M P,7.29,1603,0,456,190,64,82,0,570,178,30,101,2.1,0.93,961.8,19,1
M P,7.8,488,0,129,46,30,40,0.42,145,38,12,43,0.9,0.27,292.8,27,0
M P,7.54,678,0,246,58,15,29,0,225,66,15,48,1,0.52,406.8,43,1
M P,7.88,406,0,142,38,9,15,0,150,30,18,21,0.8,0.15,243.6,39,1
M P,8.04,560,0,216,28,18,41,0,195,44,21,37,1.1,0.43,336,25,1
M P,7.59,1229,0,376,114,26,125,0,390,86,43,99,0.2,1.02,737.4,30,1
M P,7.71,1082,0,450,61,20,56,0.26,360,116,17,79,1.5,0.78,649.2,39,0
M P,7.81,787,0,252,73,28,45,0,255,42,36,60,1,0.97,472.2,18,1
M P,7.96,637,0,234,48,19,33,0,265,79,17,22,0.4,0.47,382.2,25,1
M P,7.52,946,0,333,81,32,47,0,330,48,51,62,1.1,0.52,567.6,20,1
M P,7.4,1047,0,363,96,36,53,0.15,340,63,45,80,3.8,1.39,628.2,18,1
M P,7.86,569,0,191,38,18,49,0,220,38,30,26,0.9,0.57,341.4,33,1
M P,7.9,686,0,252,56,20,32,0,247,65,21,41,2.1,0.45,411.6,25,1
M P,7.97,775,0,277,78,10,29,0.15,270,70,23,50,1.8,0.68,465,16,1
M P,7.72,474,0,154,20,12,69,0,190,48,17,17,0.7,0.2,284.4,31,1
M P,7.92,559,0,197,43,19,28,0,170,34,21,45,1.9,0.28,335.4,33,1
M P,7.86,756,0,240,71,36,42,0.14,245,56,26,58,1.4,0.58,453.6,37,1
M P,7.82,543,0,129,66,24,41,0,145,38,12,55,1,0.47,325.8,42,1
M P,7.92,1178,0,400,109,36,66,0,360,83,37,101,2.9,0.98,706.8,28,1
M P,7.62,567,0,179,48,28,36,0,215,30,34,28,1.5,0.64,340.2,36,1
M P,7.9,328,0,123,25,8,11,0.12,110,22,13,22,1.2,0.32,196.8,41,1
M P,7.89,396,0,135,33,10,25,0,155,20,26,17,0.9,0.65,237.6,31,1
M P,7.57,594,0,197,53,24,33,0,205,40,26,40,1.2,0.95,356.4,26,1
M P,7.91,628,0,240,48,18,26,0,220,38,30,39,1.1,0.36,376.8,22,1
M P,7.62,476,0,129,38,28,45,0.1,145,34,15,40,1.3,0.25,285.6,33,1
M P,7.86,957,0,374,63,22,58,0,364,91,33,48,2.3,0.74,574.2,29,1
M P,7.98,564,0,129,81,24,31,0,165,40,16,50,1.1,0.21,338.4,26,1
M P,7.59,890,0,437,32,10,22,0,250,40,37,87,3.2,0.45,534,36,1
M P,8.08,3380,0,820,426,295,75,0,865,135,129,365,3.1,0.55,2028,30,1
M P,8.18,2250,0,1197,69,10,20,0,125,25,15,455,2,1.95,1350,26,1
M P,7.62,2930,0,583,552,155,48,0.12,475,120,43,465,2.6,0.48,1758,24,0
M P,7.75,1740,0,389,262,50,143,0,545,150,42,145,3.5,0.4,1044,22,1
M P,7.65,3740,0,577,757,250,33,0.15,825,195,83,475,4,0.63,2244,26,0
M P,8.02,840,0,395,30,20,24,0,270,52,34,68,1.6,0.52,504,35,1
M P,7.6,920,0,407,42,25,46,0,280,55,35,81,2.8,0.42,552,33,1
M P,8.18,1825,0,674,153,75,68,0,105,16,16,370,1.8,2.11,1095,25,1
M P,7.52,1100,0,383,87,90,22,0,315,95,19,106,2.1,0.92,660,20,1
M P,8.16,1860,0,650,215,63,28,0,120,22,16,371,2,2.4,1116,24,1
M P,8.1,940,0,468,35,13,16,0.01,265,55,31,92,1.8,0.66,564,22,1
M P,7.8,2100,0,516,247,148,140,0,400,102,36,297,2.6,0.95,1260,35,1
M P,8.01,3090,0,1142,250,150,52,0,365,100,29,525,2.1,2.72,1854,32,1
M P,8.07,1625,0,735,101,40,14,0.18,135,35,12,308,3.1,2.15,975,33,1
M P,7.76,1175,0,541,40,43,15,0,360,100,27,100,2.4,0.92,705,36,1
M P,7.7,1400,0,668,62,35,19,0,270,45,39,195,3.1,0.69,840,30,1
M P,7.46,700,0,340,25,18,5,0,270,62,28,52,2.1,0.42,420,32,1
M P,7.74,681,0,239,30,36,58,0.09,275,68,26,21,11,0.38,408.6,22,1
M P,7.45,1291,0,514,135,25,3,0.7,410,64,61,99,8.9,0.78,774.6,44,0
M P,7.51,1976,0,453,400,32,1,0.1,800,172,90,78,10.2,0.31,1185.6,36,1
M P,7.79,1095,0,325,192,26,2,0.08,395,62,58,50,25,0.24,657,44,0
M P,7.23,1492,0,288,265,54,47,0.6,650,128,80,33,12,0.11,895.2,49,0
M P,7.69,360,0,98,40,35,3,0.08,110,28,10,26,11.3,0.3,216,12,1
M P,7.43,659,0,276,37,26,3,0.09,235,66,17,35,9.9,0.33,395.4,19,1
M P,7.54,528,0,214,30,19,15,0.07,160,42,13,39,10.6,0.29,316.8,28,1
M P,6.52,322,0,61,45,33,4,0.04,95,28,6,21,11,0.13,193.2,13,1
M P,7.66,1123,0,490,92,13,1,0.2,275,30,49,120,12.3,0.67,673.8,29,0
M P,7.51,1084,0,504,61,22,8,0.33,450,102,47,36,4.6,0.44,650.4,33,0
M P,7.43,758,0,221,106,33,5,0.09,270,70,23,42,8.6,0.38,454.8,20,1
M P,7.07,643,0,135,76,61,21,0.09,195,58,12,49,10.3,0.15,385.8,25,1
M P,7.33,1236,0,178,295,27,13,0.11,375,84,40,101,12.6,0.12,741.6,44,1
M P,7.84,899,0,289,129,19,1,0.09,300,66,33,59,11,0.3,539.4,32,1
M P,7.59,1203,0,350,177,11,40,0.18,435,114,36,66,11.7,0.25,721.8,47,0
M P,7.34,524,0,191,43,24,3,0.09,185,46,17,28,7.7,0.26,314.4,31,1
M P,7.24,982,0,381,78,20,40,0.05,330,114,11,67,6.9,0.25,589.2,19,1
M P,7.45,646,0,264,25,15,50,0.1,260,74,18,21,7,0.44,387.6,27,1
M P,7.27,966,0,369,93,21,5,0.08,255,72,18,89,21,0.25,579.6,40,1
M P,8.41,674,12,221,71,22,4,0.09,210,30,33,49,11,0.18,404.4,31,0
M P,7.19,907,0,357,86,29,2,0.21,260,58,28,79,11.6,0.68,544.2,35,0
M P,7.46,608,0,271,23,19,26,0.14,215,48,23,33,12.3,0.36,364.8,27,1
M P,7.42,2567,0,707,422,11,89,1.07,995,270,78,126,1.6,0.26,1540.2,58,0
M P,8.04,669,0,307,28,9,30,0.21,230,66,16,33,19.1,0.2,401.4,31,0
M P,7.82,1151,0,363,116,7,90,0.13,480,146,28,37,1.6,0.15,690.6,34,1
M P,7.61,707,0,344,13,12,27,0.08,255,70,19,36,12.3,0.31,424.2,40,1
M P,7.96,1678,0,430,167,66,173,0.17,675,158,68,47,38.7,0.24,1006.8,39,0
M P,7.74,908,0,307,68,22,74,0.23,370,70,47,20,26.3,0.18,544.8,44,0
M P,7.65,1696,0,553,144,26,190,0.31,595,64,106,112,1.1,0.26,1017.6,47,0
M P,8.03,1147,0,504,58,19,53,0.29,350,46,57,93,7,0.22,688.2,42,0
M P,8,1045,0,430,53,29,34,0.34,360,98,28,40,52.2,0.35,627,40,0
M P,8.04,624,0,184,76,44,4,0.09,115,32,9,77,23.8,0.56,374.4,29,0
M P,7.42,1129,0,332,136,35,25,0.18,390,112,27,48,48.3,0.22,677.4,33,0
M P,7.78,880,0,209,129,40,8,0.23,215,60,16,96,5.5,0.3,528,24,0
M P,7.59,984,0,357,73,22,54,0.36,370,76,44,46,10.6,0.5,590.4,35,0
M P,6.76,336,0,201,18,0,5,0,115,32,8,31,0.8,0.14,201.6,14,1
M P,7.19,640,0,384,21,4,24,0,295,100,11,20,0.8,0.51,384,34,1
M P,7.16,860,0,268,106,30,44,0,380,122,18,28,0.9,0.32,516,46,1
M P,7.19,1007,0,464,103,37,24,0,440,130,28,57,0.6,0.62,604.2,44,1
M P,7.05,1340,0,555,135,33,51,0,535,168,28,88,2.6,0.55,804,39,1
M P,7.14,218,0,61,35,6,5,0,75,24,4,17,0,0.1,130.8,6,1
M P,6.96,463,0,256,32,9,10,0,235,72,13,17,3.3,0.44,277.8,20,1
M P,6.95,911,0,214,128,45,63,0,360,102,25,50,0.9,0.73,546.6,57,1
M P,7.52,860,0,464,39,6,26,0,250,64,22,110,0.8,1.08,516,42,1
M P,7.25,1382,0,458,202,71,52,0,630,216,22,71,1.4,0.41,829.2,48,1
M P,7.39,622,0,311,28,20,26,0,250,60,24,46,1,0.68,373.2,49,1
M P,7.24,1146,0,439,117,46,48,0,500,164,22,51,3.4,0.62,687.6,31,1
M P,7.32,1150,0,415,142,106,7,0,465,110,46,82,1.5,0.82,690,52,1
M P,7.18,850,0,476,71,18,9,0,350,118,13,85,0.5,0.81,510,77,1
M P,7.47,1006,0,317,71,45,120,0,385,88,40,64,2.7,0.81,603.6,37,1
M P,7.56,612,0,348,14,7,39,0,250,72,17,52,1.4,1.26,367.2,32,1
M P,7.36,684,0,299,43,25,28,0,305,118,2,32,1,0.39,410.4,29,1
M P,7.22,288,0,159,14,0,9,0,140,50,4,10,1.3,0.22,172.8,20,1
M P,7.32,1365,0,458,152,94,95,0,590,188,29,66,3.2,0.89,819,45,1
M P,7.36,1258,0,458,103,42,146,0,535,156,35,77,23,0.81,754.8,32,0
M P,7.41,983,0,433,71,115,1,0,425,98,44,71,11.3,0.61,589.8,12,1
M P,7.49,625,0,336,28,9,26,0,305,94,17,29,0.9,0.58,375,41,1
M P,7.79,2010,0,525,390,131,38,0,775,174,83,149,2.5,0.99,1206,35,1
M P,7.62,655,0,275,50,26,35,0,265,96,6,51,4.8,0.24,393,80,1
M P,7.28,1498,0,372,149,80,221,0,590,160,46,78,9.9,1.16,898.8,67,1
M P,7.47,594,0,178,50,48,11,0.11,141,44,7,65,1.9,0.65,356.4,26,1
M P,7.36,687,0,252,55,32,13,0,232,63,18,47,1.4,1.45,412.2,33,1
M P,7.79,410,0,98,37,42,26,0,51,12,5,70,1.6,0.89,246,22,1
M P,7.55,1614,0,406,147,67,189,0.14,551,119,61,112,2.1,1.78,968.4,40,0
M P,7.54,1029,0,240,145,52,39,0,268,65,26,106,2.7,1.68,617.4,22,1
M P,7.95,804,0,215,105,40,21,0.15,242,59,23,71,1.9,1.14,482.4,29,1
M P,7.39,1147,0,338,132,54,40,0,379,93,36,85,2.3,0.87,688.2,32,1
M P,7.28,743,0,252,85,20,10,0,212,40,27,70,1.9,0.47,445.8,21,1
M P,7.35,876,0,301,70,26,55,0,313,77,29,53,2.7,0.71,525.6,33,1
M P,7.69,2318,0,750,222,118,65,0,773,204,64,173,1.4,1.02,1390.8,46,1
M P,7.14,977,0,314,107,39,25,0,348,85,33,55,10.7,0.87,586.2,22,1
M P,7.09,901,0,277,80,41,60,0.36,313,65,37,59,2.9,0.69,540.6,33,0
M P,7.38,1230,0,314,192,22,49,0.22,359,91,32,115,1.1,0.78,738,39,1
M P,7.11,1204,0,381,60,98,90,0.11,485,127,41,49,3.2,0.59,722.4,28,1
M P,7.36,924,0,289,97,36,41,0.14,313,79,28,66,1.7,0.82,554.4,27,1
M P,7.11,696,0,264,45,29,30,0,258,75,17,38,2.2,0.47,417.6,25,1
M P,7.29,778,0,240,90,32,13,0,227,65,16,70,1.9,1.1,466.8,34,1
M P,7.88,1552,0,338,192,98,112,0,510,137,41,119,1.7,1.04,931.2,22,1
M P,7.85,1264,0,394,132,62,43,0.32,369,79,42,118,1.3,1.25,758.4,48,0
M P,7.55,794,0,264,57,48,35,0.24,313,73,32,35,0.8,0.4,476.4,56,1
M P,7.42,590,0,246,27,22,25,0.11,217,63,15,35,1.3,0.79,354,51,1
M P,7.87,598,0,178,57,43,17,0.21,182,38,21,51,1.7,1.09,358.8,37,1
M P,7.49,997,0,350,72,42,49,0,379,95,34,49,2.8,0.74,598.2,20,1
M P,7.19,1071,0,320,115,58,32,0.1,338,79,34,86,1.4,0.98,642.6,29,1
M P,7.43,1132,0,455,92,34,15,0,424,87,50,62,2.8,1.97,679.2,24,1
M P,7.74,1365,0,400,145,83,39,0.1,465,152,21,95,1.7,0.69,819,18,1
M P,7.14,1008,0,240,90,38,152,0,348,95,27,67,3.1,1.12,604.8,22,1
M P,7.31,929,0,295,80,42,62,0.1,348,85,33,50,1.5,0.57,557.4,19,1
M P,7.97,669,0,215,45,31,52,0,253,75,16,33,1.7,0.87,401.4,24,1
M P,7.62,354,0,117,35,16,8,0,91,10,16,38,0.9,0.22,212.4,33,1
M P,7.42,1337,0,461,142,42,24,0.18,444,149,17,98,2.2,0.42,802.2,44,1
M P,7.25,986,0,424,52,18,41,0.15,359,95,29,59,0.9,0.89,591.6,29,1
M P,7.34,1516,0,461,172,73,38,0.1,601,176,39,69,0.7,0.73,909.6,32,1
M P,7.62,1012,0,320,72,22,125,0,283,97,10,100,1.4,1.89,607.2,26,1
M P,7.3,997,0,375,80,36,21,0.23,348,77,38,65,1.1,0.25,598.2,34,1
M P,7.48,596,0,252,35,14,18,0,227,71,12,30,1.5,0.41,357.6,23,1
M P,7.58,615,0,221,47,32,13,0.09,197,42,22,48,2.5,0.44,369,26,1
M P,7.53,1988,0,439,269,62,204,0,440,118,35,150,165,1.27,1192.8,54,0
M P,7.34,545,0,232,46,12,27,0,150,50,6,69,10.7,0.54,327,12,1
M P,7.62,305,0,189,14,0,0,0,150,46,8,17,1.2,0.51,183,12,1
M P,7.49,934,0,360,110,67,3,0,375,124,16,87,1,0.48,560.4,18,1
M P,7.2,1515,0,329,301,64,3,0,555,164,35,120,11.9,0.52,909,15,1
M P,7.58,670,0,397,21,12,27,0,295,88,18,55,2.4,0.59,402,15,1
M P,7.43,630,0,390,14,20,9,0,330,108,14,23,1.6,0.54,378,16,1
M P,7.13,2450,0,451,539,121,39,0,940,275,62,201,22.1,0.29,1470,12,0
M P,7.92,1150,0,354,145,62,19,0,145,40,11,175,2.1,0.6,690,15,1
M P,7.5,560,0,342,25,12,2,0,200,56,15,68,2.7,0.07,336,15,1
M P,6.48,1410,0,238,99,48,458,0,435,104,42,176,1.7,0.69,846,23,1
M P,7.45,1816,0,567,167,84,220,0,435,138,22,222,102.4,0.11,1089.6,54,0
M P,7.56,600,0,354,25,4,30,0,295,60,35,32,1,0.26,360,32,1
M P,7.41,1234,0,409,124,52,57,0,270,68,24,94,68.4,0.4,740.4,47,1
M P,7.53,550,0,281,32,10,23,0,250,76,15,32,0,0.12,330,21,1
M P,7.43,971,0,641,35,1,14,0,370,56,56,90,2.8,0.62,582.6,37,1
M P,7.73,947,0,622,18,3,11,0,250,40,36,151,1.4,1.24,568.2,34,1
M P,7.29,1240,0,476,149,51,14,0,435,98,46,132,2.7,1,744,41,1
M P,7.88,1101,0,622,53,17,16,0,230,36,34,195,1.3,2.3,660.6,26,1
M P,7.15,2380,0,537,369,181,232,0,975,279,68,153,34.2,1.1,1428,64,0
M P,7.62,862,0,549,28,5,11,0,340,52,51,80,2.6,1.03,517.2,36,1
M P,8.43,820,0,580,14,4,8,0,250,58,25,117,1.3,0.61,492,36,1
M P,7.73,1089,0,665,46,23,6,0,260,46,35,187,1.3,1.54,653.4,34,1
M P,7.61,786,0,537,64,2,13,0,315,70,34,84,1.9,0.57,471.6,37,1
M P,7.64,1820,0,573,188,64,248,0,700,82,120,95,36.5,0.74,1092,36,0
M P,7.89,845,0,299,84,22,21,0,235,42,32,75,13.1,0.45,507,23,1
M P,7.61,712,0,201,72,65,18,0,245,46,32,47,4.2,0.1,427.2,34,1
M P,7.23,795,0,92,158,75,5,0.1,115,22,15,123,1,1.75,477,36,1
M P,7.46,2972,0,549,686,12,51,0,755,212,55,333,1.5,0.3,1783.2,28,1
M P,7.58,590,0,171,27,56,42,0,185,42,19,46,1.9,0.1,354,42,1
M P,7.62,1298,0,403,126,36,80,0,355,92,30,127,3.4,0.1,778.8,32,1
M P,7.92,712,0,214,49,22,65,0.3,205,52,18,61,1.9,0.6,427.2,28,0
M P,7.53,1497,0,256,277,45,53,0,405,116,28,152,1,0.45,898.2,22,1
M P,7.27,1050,0,397,37,55,73,0,190,52,15,142,1.5,0.5,630,35,1
M P,7.82,1078,0,427,67,25,65,0,195,46,19,150,1.6,0.35,646.8,46,1
M P,7.62,753,0,311,54,23,6,0,245,62,22,53,1.7,0.15,451.8,33,1
M P,7.55,647,0,232,49,15,47,0.2,235,64,18,35,5.5,0.35,388.2,28,1
M P,7.63,642,0,67,139,32,7,0,150,42,11,72,1.3,1.75,385.2,44,1
M P,7.72,777,0,250,82,18,35,0,205,44,23,78,1.3,0.8,466.2,42,1
M P,7.53,875,0,305,54,15,89,0,315,78,29,53,1.6,0.6,525,49,1
M P,7.26,1501,0,451,124,45,145,0,350,112,17,177,1.7,0.6,900.6,36,1
