State,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,TDS,SiO2,drinkability
M P,7.52,565,0,298,10,6,5,0.01,225,50,24,24,0.3,0.55,339,24,1
M P,7.3,1700,0,747,74,45,50,0.025,655,110,92,82,10.2,0.49,1020,35,1
M P,7.56,925,0,468,17,19,21,0,250,30,43,96,1,0.6,555,26,1
M P,7.42,980,0,401,52,40,18,0,235,46,29,115,0.9,0.3,588,25,1
M P,7.66,1123,0,547,32,25,10,0,400,80,49,72,1.5,0.99,673.8,32,1
M P,7.65,1052,0,450,42,22,58,0,395,126,19,58,0.5,0.55,631.2,40,1
M P,7.45,1440,0,735,40,25,5,0.024,415,90,46,135,2.8,0.54,864,29,1
M P,7.62,1333,0,559,52,35,78,0.015,500,126,45,75,0.6,0.39,799.8,25,1
M P,7.45,1295,0,547,57,25,62,0.025,430,120,32,90,15,0.45,777,40,1
M P,7.44,1260,0,595,54,20,5,0,550,130,55,35,0.6,0.35,756,32,1
M P,7.49,1095,0,565,22,8,20,0,435,90,51,46,1,0.5,657,42,1
M P,7.49,890,0,468,17,8,6,0.1,345,86,32,44,0.8,0.45,534,25,1
M P,7.36,890,0,365,47,32,26,0.025,330,110,13,48,6.5,0.25,534,36,1
M P,7.56,1335,0,668,47,9,5,0.021,500,66,81,75,0.6,1.25,801,28,1
M P,7.59,870,0,450,15,8,22,0.02,295,66,32,62,0.9,0.58,522,25,1
M P,7.99,1412,0,705,40,15,12,0.1,325,70,36,142,49,1.65,847.2,32,0
M P,7.82,1177,0,346,111,55,65,0,465,168,11,48,2.9,0.45,706.2,18,1
M P,7.27,1722,0,255,260,65,255,0.1,735,212,50,44,35.9,0.4,1033.2,26,0
M P,7.83,1188,0,498,67,35,35,0,470,88,61,42,18,0.45,712.8,34,1
M P,7.52,878,0,249,134,25,8,0,325,102,17,45,2.1,0.5,526.8,31,1
M P,7.76,1912,0,352,282,65,230,0,830,240,56,45,3.3,1,1147.2,27,1
M P,7.62,1307,0,419,124,18,122,0,455,90,56,85,1.2,0.9,784.2,29,1
M P,7.32,1021,0,286,84,55,95,0.1,345,110,17,78,1.1,0.5,612.6,24,1
M P,7.67,1545,0,425,223,65,21,0,580,94,84,66,22,0.1,927,36,1
M P,7.92,1289,0,419,146,45,27,0,395,112,28,104,8.9,1.1,773.4,35,1
M P,7.83,1512,0,310,257,52,85,0,705,134,90,33,1.4,1.05,907.2,46,1
M P,7.69,2689,0,286,544,85,227,0,1120,292,95,112,5.2,0.7,1613.4,38,1
M P,7.32,912,0,322,40,45,42,0.2,305,34,54,59,2.1,0.65,547.2,46,1
M P,7.92,1589,0,638,158,12,53,0,300,88,19,212,1.7,1.25,953.4,42,1
M P,8.13,1845,0,632,111,115,106,0,555,170,32,165,5,1.15,1107,35,1
M P,7.63,1612,0,601,156,45,31,0,370,120,17,155,67,0.6,967.2,26,1
M P,7.53,2012,0,413,418,35,12,0,610,182,38,180,9.1,0.65,1207.2,28,1
M P,7.72,1012,0,395,62,75,7,0,360,84,36,63,8.1,0.5,607.2,21,1
M P,7.55,989,0,328,69,65,42,0,360,112,19,65,1.4,0.9,593.4,38,1
M P,7.83,1102,0,431,92,25,10,0.1,445,124,33,48,6.2,0.4,661.2,42,1
M P,7.65,1212,0,401,156,10,44,0,455,158,15,65,4,0.9,727.2,27,1
M P,7.53,2356,0,814,322,42,14,0,395,122,22,352,15.2,0.45,1413.6,31,1
M P,7.34,1645,0,340,322,18,67,0,615,162,51,88,7.2,0.35,987,38,1
M P,7.48,1143,0,372,106,61,162,0,535,130,51,51,1.1,1.11,685.8,72,1
M P,7.11,239,0,122,28,1,0,0,100,26,8,12,12.4,0.13,143.4,12,1
M P,7.26,2010,0,354,50,1100,3,0,1325,421,66,70,7.8,1.12,1206,16,0
M P,7.84,320,0,177,14,9,0,0,150,56,2,6,4.3,0.48,192,10,1
M P,7.14,138,0,31,18,3,13,0,45,10,5,6,2.2,0.14,82.8,10,1
M P,6.91,144,0,67,11,2,11,0,65,18,5,6,0.5,0.11,86.4,15,1
M P,7.36,706,0,366,39,26,41,0,340,82,33,30,1.6,0.72,423.6,5,1
M P,7.35,1342,0,580,135,74,98,0,540,130,52,99,10.6,0.94,805.2,33,1
M P,7.45,496,0,299,14,6,11,0,255,82,12,12,0,0.86,297.6,21,1
M P,7.5,796,0,427,64,19,11,0,405,140,13,29,0,0.36,477.6,18,1
M P,7.54,978,0,305,85,249,6,0,440,110,40,69,3.5,0.81,586.8,19,1
M P,7.64,830,0,427,53,25,30,0,400,126,21,31,0,0.66,498,21,1
M P,7.73,906,0,384,85,62,3,0,265,78,17,87,9.9,0.62,543.6,15,1
M P,8.18,926,0,372,106,39,0,0,25,4,4,219,3,0.96,555.6,12,1
M P,6.99,556,0,140,43,28,95,0,215,52,21,29,2.1,0.48,333.6,84,1
M P,7.5,754,0,397,60,10,7,0,365,106,24,25,0,0.66,452.4,22,1
M P,7.39,850,0,488,43,16,8,0,390,88,41,52,4.1,1.48,510,41,1
M P,7.4,1510,0,775,142,36,18,0,620,110,84,121,2.1,0.93,906,35,1
M P,7.28,517,0,268,32,13,0,0,175,48,13,49,3,0.45,310.2,25,1
M P,7.38,624,0,348,32,12,17,0,295,88,18,33,0.9,0.7,374.4,22,1
M P,7.33,702,0,372,35,12,19,0,280,90,13,48,25.1,0.46,421.2,34,1
M P,7.3,713,0,427,21,20,4,0,335,94,24,34,1.4,0.72,427.8,83,1
M P,7.21,510,0,275,25,16,12,0,155,36,16,63,2.2,0.53,306,12,1
M P,7.44,408,0,250,18,0,5,0,175,50,12,24,0.7,0.74,244.8,24,1
M P,8,940,0,498,13,22,2,0.22,285,30,51,76,10.5,0.57,564,48,0
M P,7.44,943,0,289,78,36,58,0.1,355,84,35,49,1,0.16,565.8,33,1
M P,7.49,1085,0,338,139,21,53,8,385,114,24,70,1.8,0.25,651,51,0
M P,7.8,1896,0,633,278,13,5,0.25,575,136,57,167,7.2,0.19,1137.6,59,0
M P,7.79,645,0,289,18,22,18,0.13,260,60,27,21,8.6,0.15,387,34,1
M P,7.56,972,0,320,98,26,37,0.05,410,80,51,26,10.5,0.28,583.2,35,1
M P,7.46,934,0,258,144,19,18,0.09,400,94,40,27,1.9,0.48,560.4,29,1
M P,7.84,815,0,400,18,21,11,0.07,285,42,44,49,7.7,0.17,489,42,1
M P,7.69,794,0,264,78,37,22,0.15,290,66,30,44,3.1,0.27,476.4,30,1
M P,7.69,921,0,283,91,31,55,0.09,385,106,29,30,2.7,0.39,552.6,32,1
M P,7.67,860,0,240,96,14,76,0.11,280,84,17,60,9.9,0.05,516,29,1
M P,7.76,1079,0,473,56,22,25,0.31,220,38,30,141,5.2,0.68,647.4,47,0
M P,7.69,569,0,289,10,19,4,0.08,190,48,17,36,6.5,0.3,341.4,28,1
M P,7.76,528,0,228,28,11,15,0.09,200,58,13,25,2.8,0.09,316.8,33,1
M P,7.9,294,0,129,15,8,4,0.07,115,28,11,12,1.5,0.15,176.4,12,1
M P,7.85,597,0,246,38,24,5,0.1,160,40,15,59,4.7,0.37,358.2,35,1
M P,7.61,749,0,264,45,28,44,0.2,295,66,32,25,14.2,0.24,449.4,44,0
M P,7.81,837,0,43,237,31,5,0.24,125,50,0,121,18.8,1.57,502.2,39,0
M P,7.66,508,0,129,68,37,8,0.09,140,30,16,46,6.2,0.17,304.8,55,1
M P,7.81,730,0,301,40,17,16,0.13,215,56,18,65,1.8,0.33,438,30,1
M P,7.37,1441,0,264,265,37,49,0.34,500,150,30,75,36,0.23,864.6,57,0
M P,7.64,1218,0,473,114,20,13,0.08,465,134,32,59,5.5,0.28,730.8,36,1
M P,7.63,909,0,406,51,11,20,0.09,360,76,41,32,14.1,0.45,545.4,40,1
M P,7.39,931,0,271,93,27,71,0.08,365,114,19,36,12.8,0.13,558.6,22,1
M P,7.59,1295,0,486,131,28,10,0.19,475,116,45,73,3.9,0.6,777,45,1
M P,7.86,795,0,295,58,32,14,0.08,265,54,32,56,2.1,0.21,477,34,1
M P,7.99,1221,0,480,111,14,11,0.42,260,58,28,156,1.2,0.19,732.6,38,0
M P,6.98,990,0,510,20,20,23,0,149,24,22,159,2.9,0.15,594,45,1
M P,7.15,1154,0,363,109,84,28,0,282,63,30,133,4.2,0.24,692.4,46,1
M P,7.35,920,0,338,82,34,26,0,282,75,23,74,10.1,0.29,552,42,1
M P,7.2,635,0,197,54,42,34,0.11,218,42,28,42,5.3,0.2,381,32,1
M P,7.42,1365,0,381,158,96,42,0.2,545,164,33,58,14.6,0.36,819,26,0
M P,7,850,0,240,124,18,28,0,158,38,16,120,2.5,0.1,510,29,1
M P,7.1,2673,0,695,267,221,149,0.2,1049,234,113,130,3.1,2.2,1603.8,38,0
M P,7.24,695,0,191,79,32,45,0.1,208,63,12,62,1.3,0.54,417,45,1
M P,7.35,1279,0,326,205,44,21,0.3,312,53,43,147,3.2,0.3,767.4,44,0
M P,7.14,742,0,258,79,22,19,0.2,257,75,17,47,4.8,2.35,445.2,38,1
M P,7.07,918,0,154,208,16,11,0,129,46,4,148,2.9,0.35,550.8,32,1
M P,7.25,1387,0,326,218,51,64,0,342,75,37,155,12.9,0.64,832.2,36,1
M P,7.07,895,0,277,109,42,19,0.2,233,46,29,90,10.1,0.35,537,22,0
M P,7.25,730,0,271,77,18,12,0,208,38,28,65,12.6,0.47,438,18,1
M P,7.46,1240,0,363,153,48,58,0.2,371,115,20,110,9.9,0.3,744,42,0
M P,6.86,1254,0,455,114,49,30,0.1,406,83,48,96,8.7,0.68,752.4,52,1
M P,7.01,983,0,314,129,36,13,0.2,193,46,19,127,2.7,0.25,589.8,22,1
M P,7.31,1345,0,486,139,34,31,0,307,69,33,166,3.6,0.98,807,28,1
M P,7.62,1387,0,383,188,42,44,0,470,129,36,87,1.5,0.25,832.2,25,1
M P,7.53,1068,0,279,129,27,46,0.1,371,103,28,67,0.3,0.25,640.8,27,1
M P,7.32,3112,0,273,804,68,57,0,1287,360,94,112,0.8,0.45,1867.2,19,1
M P,7.63,1698,0,492,176,62,68,0,604,182,36,98,15.1,0.15,1018.8,32,1
M P,7.72,912,0,298,84,32,36,0.2,248,63,22,89,1.2,0.65,547.2,42,1
M P,7.92,1012,0,431,67,39,4,0,183,38,22,142,1.3,0.45,607.2,52,1
M P,7.84,1414,0,401,203,14,33,0,366,50,59,149,1.6,0.45,848.4,49,1
M P,7.32,2192,0,431,332,75,132,0,881,236,71,89,0.9,0.15,1315.2,36,1
M P,7.62,1112,0,255,168,22,63,0,203,46,22,152,2.2,1.05,667.2,39,1
M P,7.32,1230,0,249,220,35,43,0,470,141,29,54,2.5,0.15,738,46,1
M P,7.85,888,0,303,97,26,35,0,307,91,19,55,4.3,0.35,532.8,43,1
M P,7.92,1208,0,508,80,15,55,0.1,450,156,14,62,1.3,0.2,724.8,27,1
M P,8.01,1455,0,36,455,45,11,0,376,103,29,152,3.5,2.1,873,35,1
M P,7.23,1602,0,436,205,32,97,0,629,162,54,71,2.1,0.4,961.2,32,1
M P,7.92,742,0,230,72,27,37,0,248,71,17,51,1.3,1.75,445.2,29,1
M P,7.32,823,0,175,165,18,17,0,153,38,14,112,3.5,0.3,493.8,42,1
M P,7.39,789,0,67,202,24,14,0,109,22,13,125,2.1,2.3,473.4,31,1
M P,7.32,1302,0,436,100,42,90,0.3,500,129,43,64,1.3,0.2,781.2,44,0
M P,7.83,1845,0,405,397,15,6,0,634,156,59,102,38.1,0.15,1107,45,1
M P,7.92,840,0,212,77,38,65,0,292,63,33,45,4.7,0.35,504,31,1
M P,7.33,1889,0,254,447,45,65,0.1,450,92,54,212,2.2,0.3,1133.4,42,1
M P,7.62,1045,0,327,77,65,33,0,345,106,19,72,3.2,0.3,627,29,1
M P,7.35,2602,0,357,600,32,52,0,605,158,51,312,4.3,0.4,1561.2,37,1
M P,7.56,878,0,242,130,12,42,0,310,82,26,43,19,0.5,526.8,51,1
M P,7.43,1302,0,442,102,58,51,0.1,500,136,39,52,1.4,0.3,781.2,22,1
M P,7.53,1023,0,502,27,26,27,0.2,400,102,35,42,4.2,0.2,613.8,27,1
M P,7.39,2545,0,284,635,12,104,0,1100,364,46,70,5.6,1.55,1527,33,1
M P,7.6,2814,0,48,757,212,3,0,540,144,44,385,3.3,0.6,1688.4,29,1
M P,7.32,1294,0,400,121,98,35,0,495,34,100,68,1.3,0.45,776.4,24,1
M P,7.7,654,0,234,55,38,16,0,215,42,27,49,4.3,0.64,392.4,17,1
M P,7.35,570,0,216,40,36,12,0,185,42,19,45,1.7,0.47,342,17,1
M P,7.69,693,0,191,99,24,24,0,200,58,13,68,1.1,0.89,415.8,23,1
M P,7.18,1045,0,309,111,75,27,0,292,75,25,102,3.1,0.56,627,15,1
M P,7.96,627,0,222,57,22,25,0,220,48,24,40,2,0.77,376.2,18,1
M P,7.66,1189,0,376,121,60,40,0,360,86,35,104,2.7,0.32,713.4,21,1
M P,7.69,697,0,191,94,28,23,0,190,48,17,69,3.2,0.86,418.2,25,1
M P,7.71,896,0,296,69,64,33,0,310,92,19,58,2.1,0.67,537.6,19,1
M P,7.36,875,0,259,92,45,42,0,225,46,27,94,1.9,0.47,525,10,1
M P,7.8,782,0,240,74,52,29,0,265,56,30,55,2.1,0.39,469.2,22,1
M P,7.73,642,0,276,27,34,19,0,255,86,10,29,1.5,1.14,385.2,18,1
M P,7.46,322,0,74,47,20,11,0,80,22,6,36,1.2,0.1,193.2,21,1
M P,7.83,581,0,209,52,26,16,0,175,52,11,50,3.6,0.94,348.6,34,1
M P,7.11,564,0,191,47,38,13,0,170,42,16,48,1.2,0.58,338.4,17,1
M P,7.54,821,0,308,84,16,19,0,245,58,24,74,2,0.89,492.6,23,1
M P,7.49,485,0,179,32,26,16,0,150,36,14,40,1.5,0.56,291,14,1
M P,7.66,1060,0,357,94,64,39,0,310,87,23,100,1.9,0.98,636,13,1
M P,7.79,1329,0,456,109,85,41,0,440,101,46,98,3.3,0.78,797.4,14,1
M P,7.33,740,0,240,64,48,28,0,245,60,23,55,1.9,0.94,444,10,1
M P,7.5,1557,0,291,134,296,43,0,495,124,45,128,3.1,0.68,934.2,21,1
M P,7.94,2658,0,425,121,724,29,0,1095,370,41,104,2,0.75,1594.8,13,1
M P,7.63,2240,0,634,144,338,36,0,810,188,83,141,2.9,0.89,1344,25,1
M P,7.59,1683,0,548,166,102,42,0,540,174,26,135,2.5,0.55,1009.8,25,1
M P,7.67,2014,0,573,245,96,94,0,520,126,50,210,18.9,0.66,1208.4,27,1
M P,7.85,1167,0,462,104,12,36,0,405,76,52,80,2.2,1.23,700.2,33,1
M P,7.46,1019,0,345,111,40,19,0,270,58,30,106,3.8,0.42,611.4,26,1
M P,7.79,496,0,167,45,18,29,0,140,46,6,48,2.4,0.52,297.6,16,1
M P,7.8,824,0,265,97,26,35,0,290,68,29,55,3.2,0.47,494.4,24,1
M P,7.82,1879,0,523,156,188,81,0,625,162,54,140,2.5,0.68,1127.4,20,1
M P,7.25,1240,0,451,174,69,42,0,370,110,23,162,48,0.35,744,38,1
M P,7.34,432,0,232,18,0,13,0,200,62,11,21,0,0,259.2,44,1
M P,7.46,538,0,305,18,5,24,0,245,70,17,17,0,0.3,322.8,22,1
M P,7.37,1325,0,348,170,76,124,0,545,128,55,98,2.3,0.13,795,44,1
M P,7.52,1302,0,299,287,40,2,0,350,96,27,129,11.6,0.34,781.2,21,1
M P,7.79,780,0,342,74,23,23,0,355,118,14,24,1.3,0.41,468,18,1
M P,7.63,564,0,342,18,8,9,0,275,78,19,20,1.7,0.48,338.4,47,1
M P,7.79,988,0,238,216,4,0,0,215,58,17,108,14.1,0.54,592.8,17,1
M P,7.25,2020,0,281,202,616,0,0,840,275,37,124,8.4,1.16,1212,14,1
M P,7.34,1746,0,427,184,121,206,0,685,202,44,88,11.1,0.52,1047.6,45,1
M P,7.55,937,0,451,82,32,41,0,485,126,41,34,1,0.29,562.2,78,1
M P,7.45,755,0,268,85,49,27,0,290,78,23,62,1,0.35,453,72,1
M P,7.52,860,0,433,46,25,38,0,385,108,28,49,3,0.4,516,51,1
M P,7.68,631,0,360,21,13,26,0,245,54,27,51,8.1,0.54,378.6,40,1
M P,7.37,1426,0,482,174,99,13,0,420,96,44,121,12.5,0.93,855.6,28,1
M P,7.6,620,0,372,18,15,0,0,270,58,30,35,0,0.76,372,49,1
M P,7.52,985,0,299,121,41,28,0,385,116,23,47,6,0.49,591,31,1
M P,7.51,800,0,500,11,4,20,0,310,54,43,65,2,0.22,480,46,1
M P,7.06,381,0,171,35,10,2,0,140,36,12,26,7.4,0.29,228.6,7,1
M P,7.38,3150,0,207,872,147,0,0,1050,301,73,209,11.3,0.54,1890,35,1
M P,7.23,420,0,195,35,22,0,0,140,42,8,32,3.7,0.58,252,14,1
M P,7.31,1756,0,744,248,26,2,0,845,202,83,67,0,0.33,1053.6,82,1
M P,7.62,1020,0,378,124,27,33,0,240,50,28,120,4,0.82,612,49,1
M P,7.53,1360,0,592,138,34,23,0,545,110,66,85,1.6,0.4,816,39,1
M P,7.7,490,0,140,53,41,0,0,35,6,5,89,1.8,0.71,294,36,1
M P,7.02,365,0,140,39,13,1,0,135,36,11,23,2.3,0.24,219,21,1
M P,7.54,707,0,384,35,19,3,0,330,100,19,30,2,0.52,424.2,82,1
M P,7.42,1636,0,390,216,67,216,0,765,222,51,34,1.8,0.47,981.6,32,1
M P,7.18,1692,0,445,252,86,113,0,650,184,46,98,2,1.02,1015.2,50,1
M P,7.32,740,0,397,43,8,21,0,340,98,23,27,0,0.43,444,46,1
M P,7.58,596,0,348,18,9,20,0,280,64,29,22,1.6,0.42,357.6,62,1
M P,7.53,1430,0,451,202,68,68,0,630,170,50,58,2.2,0.46,858,78,1
M P,7.42,1427,0,455,124,116,29,0.09,585,178,34,56,2.4,0.45,856.2,20,1
M P,7.87,1544,0,424,218,40,62,0.18,620,188,36,67,1.9,0.32,926.4,24,1
M P,7.35,835,0,338,79,10,9,0.24,315,88,23,45,2.1,0.29,501,18,1
M P,7.44,1312,0,394,158,59,29,0.18,415,130,22,108,1.7,0.89,787.2,19,1
M P,7.51,1027,0,480,57,10,20,0.29,355,78,39,69,1.2,0.65,616.2,23,0
M P,7.95,847,0,424,30,9,16,0.21,365,84,38,24,2.3,0.45,508.2,20,1
M P,7.71,535,0,98,72,54,26,0.09,190,42,21,33,1.5,0.38,321,28,1
M P,7.98,750,0,264,82,20,19,0.11,220,52,22,69,2.9,0.68,450,19,1
M P,7.23,1210,0,455,114,28,29,0.13,405,84,47,90,1.2,0.78,726,22,1
M P,7.48,1139,0,326,146,48,33,0.15,360,106,23,79,24.9,0.55,683.4,24,0
M P,7.85,456,0,135,45,26,19,0.36,150,46,9,32,2.9,0.62,273.6,10,0
M P,7.25,1092,0,449,92,22,10,0.21,225,40,30,144,2.7,1.43,655.2,39,1
M P,7.18,769,0,301,69,16,13,0.14,230,62,18,68,1.1,0.71,461.4,21,1
M P,7.29,752,0,346,47,10,7,0.18,320,92,22,24,1.4,0.54,451.2,22,1
M P,7.17,795,0,255,82,34,23,0.24,260,66,23,59,1.8,0.92,477,36,1
M P,7.24,1196,0,456,107,14,39,0.12,395,90,41,90,2.1,0.43,717.6,40,1
M P,7.11,1151,0,413,130,22,10,0.2,430,56,71,64,1.2,0.76,690.6,10,1
M P,7.32,1342,0,516,120,30,19,0.14,415,38,78,112,1.5,1.24,805.2,29,1
M P,7.38,1227,0,504,102,29,8,0.09,330,82,30,126,2.9,0.51,736.2,32,1
M P,7.23,893,0,346,62,32,22,0.11,325,92,23,50,5.2,1.09,535.8,34,1
M P,7.27,824,0,194,102,59,33,0.19,240,58,23,75,2.9,0.59,494.4,38,1
M P,7.51,1289,0,358,135,112,12,0.22,510,174,18,55,5.1,0.86,773.4,22,0
M P,7.24,1010,0,395,97,16,10,0.04,390,40,71,52,1.1,0.85,606,21,1
M P,7.87,1090,0,334,115,55,22,0.05,310,86,23,101,2.8,0.38,654,10,1
M P,7.97,1452,0,462,142,75,48,0.01,440,106,43,127,4.7,0.94,871.2,19,1
M P,7.46,1092,0,407,80,42,36,0.04,390,84,44,68,3.5,0.76,655.2,25,1
M P,7.39,1241,0,328,145,94,19,0.05,555,162,36,25,2.2,0.26,744.6,29,1
M P,7.52,998,0,261,120,68,19,0,355,92,30,60,1.5,0.58,598.8,36,1
M P,7.88,1362,0,249,177,168,31,0.11,495,124,45,80,4.8,0.99,817.2,22,1
M P,7.21,842,0,273,90,32,26,0.22,230,58,21,85,2.5,0.84,505.2,10,1
M P,7.46,1210,0,377,105,88,38,0.21,390,138,11,95,2.8,0.75,726,12,0
M P,7.49,742,0,243,80,16,23,0.47,230,54,23,63,1.5,0.51,445.2,19,0
M P,7.29,1424,0,474,147,38,48,0.21,545,108,67,71,5.9,0.49,854.4,39,0
M P,7.42,605,0,200,52,24,31,0.19,215,80,4,38,1.3,0.42,363,41,1
M P,7.33,871,0,298,90,34,18,0.14,280,72,24,69,1.7,0.85,522.6,42,1
M P,7.29,972,0,346,62,68,25,0.31,385,100,33,42,4.2,0.44,583.2,10,0
M P,7.57,1220,0,389,142,36,32,0.2,360,108,22,110,3.4,0.76,732,25,1
M P,7.47,1528,0,383,147,168,42,0,470,102,52,130,3.2,0.58,916.8,19,1
M P,7.54,879,0,316,80,32,20,0.14,330,70,38,45,2.1,0.94,527.4,26,1
M P,7.27,1010,0,468,50,24,15,0.21,365,92,33,62,1.9,0.32,606,28,1
M P,7.32,627,0,225,47,38,11,0.14,195,30,29,52,1.2,0.96,376.2,36,1
M P,7.48,1345,0,273,240,56,30,0.47,435,106,41,105,2.4,0.55,807,16,0
M P,7.52,968,0,371,80,24,25,0.25,355,124,11,56,2.1,0.47,580.8,17,0
M P,7.32,1410,0,444,147,72,40,0.14,435,116,35,122,1.8,0.68,846,34,1
M P,7.42,3229,0,172,901,140,26,0.9,797,273,28,365,10.1,0.58,1937.4,65,0
M P,7.27,386,0,160,25,10,1,0.07,109,32,7,30,10.2,0.24,231.6,24,1
M P,7.75,708,0,301,22,19,47,0.09,272,51,35,29,10.1,0.52,424.8,47,1
M P,7.58,621,0,258,12,31,49,0.1,248,65,20,20,10.2,0.19,372.6,51,1
M P,7.43,1068,0,424,84,11,39,0.12,376,53,59,63,10.2,0.48,640.8,61,1
M P,7.81,433,0,61,82,37,1,0.04,20,6,1,81,10,0.89,259.8,25,1
M P,7.71,4875,0,578,1151,165,9,0.98,1035,182,141,560,134,0.65,2925,66,0
M P,7.31,2069,0,504,406,13,9,0.12,842,244,57,77,10.1,0.36,1241.4,52,0
M P,7.59,841,0,332,47,39,24,0.08,257,42,37,66,10.2,0.88,504.6,40,1
M P,7.49,729,0,301,20,22,64,0.07,302,81,24,20,10.2,0.46,437.4,38,1
M P,7.4,2265,0,350,468,77,52,0.55,846,170,102,120,10.1,0.34,1359,49,0
M P,7.6,1008,0,480,40,11,41,0.15,401,101,36,37,10.2,0.28,604.8,45,1
M P,7.49,1158,0,529,30,14,59,0.13,292,67,30,121,10.2,1.49,694.8,53,1
M P,7.76,1554,0,756,32,55,14,0.09,322,42,53,198,10.3,0.31,932.4,55,1
M P,7.41,1084,0,381,92,11,82,0.11,376,131,12,66,8,0.47,650.4,61,1
M P,7.13,1089,0,271,166,18,58,0.17,292,85,19,108,7,0.29,653.4,48,1
M P,7.45,2555,0,615,386,33,141,0.23,955,152,140,134,14.2,0.32,1533,59,0
M P,7.84,860,0,430,17,17,4,0.14,188,51,14,103,7.9,0.1,516,44,1
M P,7.33,389,0,97,47,8,27,0,100,22,11,36,1.7,0.1,233.4,27,1
M P,7.11,1188,0,322,158,35,20,0.1,480,164,17,42,3.2,0.6,712.8,31,1
M P,7.96,295,0,128,10,15,3,0,110,24,12,10,0.4,0.1,177,35,1
M P,7.61,855,0,365,12,52,5,0,270,72,22,62,1.2,0.8,513,29,1
M P,7.26,487,0,225,12,18,2,0.3,155,36,16,30,0.7,0.75,292.2,33,0
M P,7.44,652,0,225,42,26,54,0,285,84,18,13,0.3,0.2,391.2,42,1
M P,7.14,1188,0,273,168,45,29,0,345,102,22,103,4.6,0.65,712.8,55,1
M P,8.13,689,0,286,42,12,3,0.2,35,10,2,135,0.9,0.9,413.4,12,1
M P,7.46,608,0,243,40,27,2,0,200,62,11,40,2.2,0.7,364.8,18,1
M P,7.55,765,0,200,74,35,40,0,230,38,33,63,0.4,0.15,459,19,1
M P,7.86,966,0,188,205,21,5,0,290,64,32,75,11.3,0.1,579.6,31,1
M P,7.97,845,0,219,119,34,8,0,135,36,11,122,1.8,0.2,507,29,1
M P,7.56,532,0,243,15,14,4,0.2,210,64,12,20,0.8,1.4,319.2,23,1
M P,7.72,989,0,431,62,27,16,0,385,98,34,39,4.1,0.45,593.4,31,1
M P,7.56,612,0,273,15,34,12,0,255,70,19,12,4.9,0.1,367.2,38,1
M P,7.72,487,0,176,32,14,10,0,195,58,12,14,1.8,0.15,292.2,25,1
M P,7.46,642,0,219,20,48,26,0.1,275,62,29,13,1.2,0.1,385.2,24,1
M P,7.14,612,0,286,17,12,36,0,265,58,29,12,0.9,0.1,367.2,29,1
M P,7.23,645,0,109,97,14,65,0.2,190,38,23,45,1.3,0.35,387,32,1
M P,7.17,666,0,267,25,25,23,0,270,72,22,21,1.5,0.2,399.6,42,1
M P,7.45,689,0,237,47,27,15,0,190,58,11,55,2.7,0.95,413.4,39,1
M P,7.42,545,0,158,49,65,5,0,185,62,7,34,1.1,0.7,327,31,1
M P,7.92,742,0,279,59,18,33,0.3,285,82,19,29,1.6,0.8,445.2,28,0
M P,7.81,888,0,371,30,12,56,0.2,340,102,21,38,1.1,0.4,532.8,33,1
M P,7.55,1202,0,261,178,25,104,0,435,92,50,67,2.7,0.65,721.2,26,1
M P,7.89,289,0,97,22,5,25,0,105,20,13,11,1.3,0.5,173.4,24,1
M P,7.92,637,0,279,25,15,40,0.2,210,58,16,38,2.7,0.4,382.2,16,1
M P,7.92,398,0,97,37,24,23,0,80,20,7,46,1.3,0.65,238.8,19,1
M P,7.94,712,0,343,15,15,23,0,305,102,12,14,1.8,0.5,427.2,25,1
M P,7.81,1266,0,269,173,22,122,0,525,162,29,42,1.1,0.2,759.6,27,1
M P,7.25,1188,0,349,114,42,44,0.4,480,152,24,40,0.8,0.25,712.8,31,0
M P,7.91,789,0,300,32,22,70,0,300,102,11,35,3.6,0.6,473.4,42,1
M P,7.81,535,0,233,27,5,32,0.1,235,64,18,8,1.2,1.45,321,36,1
M P,7.72,745,0,190,99,24,49,0,155,36,16,92,1.3,1.15,447,33,1
M P,7.83,923,0,423,40,35,29,0,350,98,26,45,1.2,0.45,553.8,25,1
M P,7.85,589,0,196,30,15,58,0,210,62,13,26,1.6,0.25,353.4,32,1
M P,7.54,812,0,331,59,12,32,0.5,330,92,24,25,2.8,1.4,487.2,27,0
M P,7.63,605,0,159,67,15,21,0,235,64,18,20,3.9,0.5,363,29,1
M P,7.51,956,0,375,96,10,47,0,385,92,38,35,2.4,0.2,573.6,22,1
M P,7.46,387,0,74,23,28,53,0,105,36,4,27,2.9,0.45,232.2,16,1
M P,7.32,594,0,191,63,15,22,0.1,230,64,17,18,10.5,0.95,356.4,31,1
M P,6.92,465,0,37,115,12,32,0,185,42,19,13,4.8,0.1,279,24,1
M P,7.46,712,0,233,57,32,6,0.2,300,84,22,16,0.6,0.1,427.2,26,1
M P,7.23,245,0,43,22,15,12,0,85,18,10,5,1.8,0.05,147,29,1
M P,7.12,856,0,251,110,12,8,0,325,82,29,33,2.1,0.2,513.6,34,1
M P,7.26,689,0,331,25,10,4,0,290,78,23,13,1.1,0.7,413.4,25,1
M P,7.56,1112,0,245,185,35,13,0.2,335,104,18,87,13.2,1.1,667.2,18,0
